_id,desc_distrito_local,desc_barrio_local,Nombre,desc_situacion_terraza,desc_ubicacion_terraza
441,SAN BLAS-CANILLEJAS ,AMPOSTA             ,BAR LAS MARAVILLAS,Abierta,Acera
443,SAN BLAS-CANILLEJAS ,ARCOS               ,BAR BURGOS,Abierta,Acera
444,SAN BLAS-CANILLEJAS ,ARCOS               ,LA TOSTA CAFETERIA,Abierta,Acera
445,SAN BLAS-CANILLEJAS ,ARCOS               ,DELICIAS Y TORTAZOS,Abierta,Acera
447,PUENTE DE VALLECAS  ,PALOMERAS SURESTE   ,R?TULO NO INFORMADO,Abierta,Acera
448,CHAMARTIN           ,HISPANOAMERICA      ,ASADOR LEKEITIO,Abierta,Acera
449,CHAMARTIN           ,EL VISO             ,GELATERIA LA ROMANA,Abierta,Acera
451,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CAFETERIA OLIVAR BURGER,Abierta,Acera
452,SAN BLAS-CANILLEJAS ,SIMANCAS            ,PELAEZ CERVECERIA,Abierta,Acera
453,SAN BLAS-CANILLEJAS ,EL SALVADOR         ,BAR ROSZ,Abierta,Acera
454,SAN BLAS-CANILLEJAS ,SIMANCAS            ,ALMETRO,Abierta,Acera
455,SAN BLAS-CANILLEJAS ,SIMANCAS            ,TABERNA LAS GEMELAS,Abierta,Acera
456,SAN BLAS-CANILLEJAS ,SIMANCAS            ,FRUTAS Y VERDURAS MANOLIN,Abierta,Acera
457,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR LA TABERNA,Abierta,Acera
458,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CERVECERIA EL TERMINO,Abierta,Acera
459,SAN BLAS-CANILLEJAS ,SIMANCAS            ,SAN JUDAS F.,Abierta,Calle peatonal
460,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CASA GARCIA,Abierta,Acera
462,SAN BLAS-CANILLEJAS ,ARCOS               ,CAFETERIA-CERVECERIA  VALENTIN,Abierta,Acera
463,SAN BLAS-CANILLEJAS ,ROSAS               ,CASA EUROPA CERVECERIA RESTAURANTE,Abierta,Acera
466,SAN BLAS-CANILLEJAS ,SIMANCAS            ,MANHATTAN,Abierta,Acera
467,SAN BLAS-CANILLEJAS ,ROSAS               ,CASA MANUELA,Abierta,Acera
468,SAN BLAS-CANILLEJAS ,ROSAS               ,METROPOLI,Abierta,Acera
469,SAN BLAS-CANILLEJAS ,ROSAS               ,PIAZZA ITALIA,Abierta,Acera
470,SAN BLAS-CANILLEJAS ,ROSAS               ,CERVECER?A EL PE??N,Abierta,Acera
471,SAN BLAS-CANILLEJAS ,ROSAS               ,LA TABERNA FANTASTICA,Abierta,Acera
474,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,CAFETERIA  VAPORETTO,Abierta,Plaza peatonal
475,SAN BLAS-CANILLEJAS ,SIMANCAS            ,EL RINCON DEL JAMON,Abierta,Acera
476,SAN BLAS-CANILLEJAS ,SIMANCAS            ,LA LUMBRE,Abierta,Acera
477,SAN BLAS-CANILLEJAS ,ROSAS               ,CAFETERIA LA TRADICION,Abierta,Acera
478,SAN BLAS-CANILLEJAS ,SIMANCAS            ,RESTAURANTE,Abierta,Calle peatonal
480,FUENCARRAL-EL PARDO ,MIRASIERRA          ,TAT? G?TEAU,Abierta,Acera
481,FUENCARRAL-EL PARDO ,VALVERDE            ,CERVECER?A BAMBERG,Abierta,Acera
484,BARAJAS             ,AEROPUERTO          ,BAR GOYA,Abierta,Acera
485,BARAJAS             ,CORRALEJOS          ,COZINA,Abierta,Acera
486,CENTRO              ,PALACIO             ,CANTINA LA TRAVIESA,Abierta,Acera
487,VILLAVERDE          ,LOS ANGELES         ,FARAON,Abierta,Superficie en parcela privada
489,SALAMANCA           ,GUINDALERA          ,BAR SIDNEY,Abierta,Acera
490,SALAMANCA           ,GOYA                ,LIZARRAN,Abierta,Plaza peatonal
491,CHAMARTIN           ,HISPANOAMERICA      ,OFICINA DESPACHO TECNICO,Abierta,Acera
494,SALAMANCA           ,GUINDALERA          ,FRESNO,Abierta,Acera
495,SALAMANCA           ,GOYA                ,EL RINCON DE DALI,Abierta,Acera
497,SALAMANCA           ,GOYA                ,LA JARRA Y LA PIPA,Abierta,Acera
500,SALAMANCA           ,LISTA               ,CAFETERIA CASTILLA,Abierta,Acera
503,SALAMANCA           ,GOYA                ,MANDARIZ CAFE,Abierta,Plaza peatonal
504,ARGANZUELA          ,PALOS DE MOGUER     ,CASA EGIDO,Abierta,Acera
505,ARGANZUELA          ,CHOPERA             ,RESTAURANTE EL LUCA,Abierta,Acera
506,ARGANZUELA          ,LEGAZPI             ,NEMRUT D?NER KEBAP,Abierta,Acera
507,ARGANZUELA          ,PALOS DE MOGUER     ,EL PRINCIPADO,Abierta,Acera
508,ARGANZUELA          ,DELICIAS            ,PAQUITA BAR RESTAURANTE,Abierta,Acera
510,ARGANZUELA          ,IMPERIAL            ,EL CHISCON,Abierta,Acera
511,ARGANZUELA          ,IMPERIAL            ,OBREOGAN,Abierta,Acera
512,SAN BLAS-CANILLEJAS ,ROSAS               ,LA CRIBA CERVECERIA,Abierta,Acera
513,PUENTE DE VALLECAS  ,PALOMERAS SURESTE   ,CAFETERIA MER-K,Abierta,Calle peatonal
515,ARGANZUELA          ,ACACIAS             ,LA ORIENTAL EDELWEISS,Abierta,Bulevar
516,ARGANZUELA          ,DELICIAS            ,RESTAURANTE DOMINGUEZ BAR,Abierta,Acera
517,ARGANZUELA          ,PALOS DE MOGUER     ,VEN Y VERAS,Abierta,Acera
519,SALAMANCA           ,CASTELLANA          ,MAMA NO LO SABE,Abierta,Otros
520,CHAMARTIN           ,EL VISO             ,FIAT CAFE,Abierta,Acera
522,LATINA              ,PUERTA DEL ANGEL    ,BAR,Abierta,Acera
523,LATINA              ,PUERTA DEL ANGEL    ,"CAFETERIA, PANADERIA, PASTELERIA",Abierta,Acera
525,LATINA              ,LAS AGUILAS         ,CERVECERIA GAMBRINUS ALUCHE,Abierta,Acera
526,BARAJAS             ,TIMON               ,RESTAURANTE-BAR.MEAT LAND,Abierta,Acera
527,ARGANZUELA          ,LEGAZPI             ,LA TXASKA ETXEA,Abierta,Acera
528,ARGANZUELA          ,IMPERIAL            ,CAFETERIA PIRAMIDES,Abierta,Acera
529,ARGANZUELA          ,DELICIAS            ,SMALL COFFE DRINK,Abierta,Acera
530,ARGANZUELA          ,ACACIAS             ,CERVECER?A 100 MONTADITOS,Abierta,Acera
531,ARGANZUELA          ,IMPERIAL            ,CAF? Y T?,Abierta,Acera
532,ARGANZUELA          ,PALOS DE MOGUER     ,BURGER KING,Abierta,Acera
534,ARGANZUELA          ,PALOS DE MOGUER     ,BAR EL SOTANILLO,Abierta,Acera
535,ARGANZUELA          ,ACACIAS             ,MESON VALLE DEL JERTE,Abierta,Acera
538,VILLAVERDE          ,LOS ROSALES         ,CERVECERIA RESTAURANTE LA PARADA,Abierta,Acera
540,CHAMARTIN           ,HISPANOAMERICA      ,CAFE HELADOS,Abierta,Acera
542,VICALVARO           ,CASCO H.VICALVARO   ,"BAR LA TUNA, CALAHORRA 23",Abierta,Acera
543,VICALVARO           ,VALDEBERNARDO,TABERNA LA ERA,Abierta,Acera
546,SALAMANCA           ,GUINDALERA          ,MEMPHIS COCKTAIL BAR,Abierta,Acera
547,SALAMANCA           ,GUINDALERA          ,CAFETERA JARA,Abierta,Acera
550,SALAMANCA           ,GOYA                ,CAFETERIA EL TREBOL,Abierta,Acera
551,CIUDAD LINEAL       ,VENTAS              ,CAFETERIA D?TOMAS,Abierta,Acera
552,CIUDAD LINEAL       ,QUINTANA            ,CAFETERIA BARREDA                                 ,Abierta,Acera
554,CHAMARTIN           ,CASTILLA            ,RODILLA,Abierta,Acera
556,ARGANZUELA          ,PALOS DE MOGUER     ,CERVECER?A MAVI,Abierta,Acera
559,ARGANZUELA          ,PALOS DE MOGUER     ,CERVECERIA HAVANA BLUES,Abierta,Acera
560,ARGANZUELA          ,ACACIAS             ,BAR EL PESCADOR CERVECERIA,Abierta,Acera
562,ARGANZUELA          ,CHOPERA             ,CAFETERIA TRANSMONTANO,Abierta,Acera
563,ARGANZUELA          ,PALOS DE MOGUER     ,ARROCERIA PUERTA DE ATOCHA,Abierta,Acera
564,ARGANZUELA          ,IMPERIAL            ,POR DEFINIR,Abierta,Acera
565,ARGANZUELA          ,IMPERIAL            ,LA ESQUINA DEL CALDERON,Abierta,Acera
568,ARGANZUELA          ,ACACIAS             ,TABERNA FANTASTICA,Abierta,Acera
569,ARGANZUELA          ,ACACIAS             ,CAFE DOMAR                                        ,Abierta,Acera
573,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,BAR LAS TAPAS,Abierta,Bulevar
574,FUENCARRAL-EL PARDO ,VALVERDE            ,SECABE CERVECERIA,Abierta,Calle peatonal
576,FUENCARRAL-EL PARDO ,VALVERDE            ,GOIKO GRILL,Abierta,Acera
578,SALAMANCA           ,GUINDALERA          ,CAFETERIA CERVECERIA BIARRITZ,Abierta,Acera
579,MORATALAZ           ,PAVONES             ,BAR CASA MANOLO,Abierta,Acera
581,CARABANCHEL         ,VISTA ALEGRE        ,SALVAZ,Abierta,Superficie en parcela privada
582,CHAMARTIN           ,EL VISO             ,PUB FANNY,Abierta,Acera
583,VILLAVERDE          ,LOS ROSALES         ,RESTAURANTE CHINO PROSPERIDAD II,Abierta,Plaza peatonal
586,SALAMANCA           ,GOYA                ,CAFE Y TE,Abierta,Acera
587,MORATALAZ           ,MARROQUINA          ,BAR JANDRO,Abierta,Acera
588,MONCLOA-ARAVACA     ,VALDEZARZA          ,PLANETA SACONIA,Abierta,Acera
589,LATINA              ,LAS AGUILAS         ,RESTAURANTE CHINO GUANG ZHOU,Abierta,Acera
590,LATINA              ,LAS AGUILAS         ,CASA CORONEL,Abierta,Acera
591,LATINA              ,LAS AGUILAS         ,BAR LOS XURROS,Abierta,Acera
592,LATINA              ,LAS AGUILAS         ,24 CAMPANA,Abierta,Acera
593,LATINA              ,PUERTA DEL ANGEL    ,R?TULO NO INFORMADO,Abierta,Acera
594,CARABANCHEL         ,BUENAVISTA          ,BAR MONTIJO,Abierta,Acera
595,SALAMANCA           ,GOYA                ,RODILLA,Abierta,Acera
596,ARGANZUELA          ,ACACIAS             ,EL VIEJO MADRID,Abierta,Acera
597,ARGANZUELA          ,IMPERIAL            ,OFICINAS PRIVADAS DE GESTION EMPRESA,Abierta,Acera
598,ARGANZUELA          ,ACACIAS             ,CAFETERIA RONDA DE TOLEDO,Abierta,Acera
603,ARGANZUELA          ,CHOPERA             ,VENTA MATADERO,Abierta,Plaza peatonal
605,MONCLOA-ARAVACA     ,ARGUELLES           ,BULEVART,Abierta,Acera
606,PUENTE DE VALLECAS  ,NUMANCIA            ,BAR SEYDA,Abierta,Acera
608,USERA               ,ORCASUR             ,EL RINCON DE CRUZ BLANCA,Abierta,Acera
609,USERA               ,ORCASITAS           ,JORDAN CAFE BAR,Abierta,Acera
610,BARAJAS             ,CASCO H.BARAJAS     ,SALON DE JUEGOS,Abierta,Acera
612,MONCLOA-ARAVACA     ,CASA DE CAMPO       ,HOTEL FLORIDA NORTE,Abierta,Acera
613,CENTRO              ,PALACIO             ,100 MONTADITOS,Abierta,Acera
614,CENTRO              ,UNIVERSIDAD         ,LA CUEVA DEL PINTXO,Abierta,Acera
616,CIUDAD LINEAL       ,COSTILLARES         ,SOCCER,Abierta,Acera
618,VILLAVERDE          ,BUTARQUE            ,CAFETERIA LOS ALPES,Abierta,Acera
622,RETIRO              ,PACIFICO            ,LA PIPARRA,Abierta,Acera
623,RETIRO              ,PACIFICO            ,BODEGUITA DONDE SIEMPRE,Abierta,Acera
625,PUENTE DE VALLECAS  ,SAN DIEGO           ,LA CRUZ BLANCA,Abierta,Acera
627,CIUDAD LINEAL       ,SAN PASCUAL         ,LOS PAJARITOS,Abierta,Acera
628,MORATALAZ           ,MARROQUINA          ,LAS VEGAS,Abierta,Acera
629,MONCLOA-ARAVACA     ,CASA DE CAMPO       ,EL UROGALLO,Abierta,Acera
630,SALAMANCA           ,GUINDALERA          ,CAFETERIA GOMEZ,Abierta,Acera
631,SALAMANCA           ,GUINDALERA          ,CERVECERIA EL RUEDO,Abierta,Acera
632,SALAMANCA           ,RECOLETOS           ,ANELL,Abierta,Acera
633,SALAMANCA           ,RECOLETOS           ,GIANGROSSI,Abierta,Acera
634,SALAMANCA           ,RECOLETOS           ,HOTEL ADLER,Abierta,Acera
635,CHAMARTIN           ,NUEVA ESPA?A        ,RESTAURANTE KANBEY,Abierta,Acera
637,CHAMARTIN           ,HISPANOAMERICA      ,PIZZERIA EMPANADILLAS BELISA,Abierta,Acera
638,CHAMARTIN           ,CASTILLA            ,CAFETERIA RESTAURANTE LA CASCADA,Abierta,Acera
639,CHAMARTIN           ,PROSPERIDAD         ,SIN R?TULO,Abierta,Acera
640,CHAMARTIN           ,NUEVA ESPA?A        ,EL ENFRIADOR CERVECERIA,Abierta,Acera
641,CHAMARTIN           ,EL VISO             ,HAVANA 25,Abierta,Acera
642,CHAMARTIN           ,EL VISO             ,QUINTA',Abierta,Bulevar
643,CHAMARTIN           ,HISPANOAMERICA      ,UDABERRI,Abierta,Acera
644,CHAMARTIN           ,CASTILLA            ,BAR HOGAR,Abierta,Plaza peatonal
645,SALAMANCA           ,CASTELLANA          ,VIPS,Abierta,Acera
646,ARGANZUELA          ,LEGAZPI             ,CERVECERIA FUENTECOBRE,Abierta,Bulevar
647,ARGANZUELA          ,ACACIAS             ,CAFETERIA LA MOLOA,Abierta,Acera
648,ARGANZUELA          ,LEGAZPI             ,CAFETERIA TRASMONTANA RESTAURANTE,Abierta,Calle peatonal
649,ARGANZUELA          ,CHOPERA             ,CAFETERIA LUZ TROPICAL,Abierta,Acera
650,ARGANZUELA          ,CHOPERA             ,CAFETERIA LA PESETA,Abierta,Acera
652,ARGANZUELA          ,LEGAZPI             ,CHURRERIA PATUCHURRO,Abierta,Acera
656,CHAMARTIN           ,HISPANOAMERICA      ,ENME DE MADRID,Abierta,Acera
661,SAN BLAS-CANILLEJAS ,ROSAS               ,CHISTO,Abierta,Acera
662,MONCLOA-ARAVACA     ,CASA DE CAMPO       ,MESON EL CARIBE,Suspension temporal,Acera
664,ARGANZUELA          ,DELICIAS            ,CAFETERIA MARKITOS,Abierta,Acera
666,MONCLOA-ARAVACA     ,ARAVACA             ,HENRYS TAVERN,Abierta,Acera
667,ARGANZUELA          ,PALOS DE MOGUER     ,CERVECERIA LA CUCA?A,Abierta,Plaza peatonal
668,ARGANZUELA          ,ACACIAS             ,RTE. TOMATE Y BOGAVANTE,Abierta,Acera
671,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,RESTAURANTE CERVECERIA NUEVA YORK,Abierta,Bulevar
672,RETIRO              ,LOS JERONIMOS       ,VALENTINA,Abierta,Acera
673,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR AJERO,Abierta,Acera
676,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR ZAYAS ME DA IGUAL,Abierta,Acera
677,CIUDAD LINEAL       ,QUINTANA            ,ALAMBIQUE,Abierta,Acera
683,SALAMANCA           ,GUINDALERA          ,101 MONTADITOS,Abierta,Acera
685,ARGANZUELA          ,DELICIAS            ,CAFE MARIANA,Abierta,Acera
688,BARAJAS             ,ALAMEDA DE OSUNA    ,LA EMBAJADA,Abierta,Acera
689,SAN BLAS-CANILLEJAS ,ROSAS               ,BAR  CASA CELEIRO,Abierta,Acera
692,PUENTE DE VALLECAS  ,NUMANCIA            ,URBAN CAFE BAR,Abierta,Acera
694,MONCLOA-ARAVACA     ,ARGUELLES           ,BAR RESTAURANTE RISOL,Abierta,Acera
696,MORATALAZ           ,MEDIA LEGUA         ,VINATEROS 28,Abierta,Acera
698,MONCLOA-ARAVACA     ,CIUDAD UNIVERSITARIA,LA ZALAMERA,Abierta,Acera
699,SALAMANCA           ,LISTA               ,LA TARBENA DE ORTEGA,Abierta,Acera
701,SALAMANCA           ,LISTA               ,BAR,Abierta,Acera
702,SALAMANCA           ,LISTA               ,EL PESCADOR,Abierta,Acera
704,ARGANZUELA          ,LEGAZPI             ,RESTAURANTE DO?A LAMBRA,Abierta,Acera
705,ARGANZUELA          ,ACACIAS             ,CHESS CAFE,Abierta,Acera
706,ARGANZUELA          ,ACACIAS             ,CAFETERIA BARRIO,Abierta,Acera
709,ARGANZUELA          ,ACACIAS             ,LA PODEROSSA,Abierta,Acera
710,ARGANZUELA          ,ACACIAS             ,SONAR BANGLA DONER KEBAB,Abierta,Acera
712,ARGANZUELA          ,CHOPERA             ,LA PEQUE?A GRANA,Abierta,Acera
715,ARGANZUELA          ,CHOPERA             ,PE?A ATLETICA LEGAZPI,Abierta,Acera
719,ARGANZUELA          ,ATOCHA              ,RESTAURANTE LA OFICINA,Abierta,Acera
720,ARGANZUELA          ,ATOCHA              ,EL VIRREY DE SAN TELMO I,Abierta,Acera
721,ARGANZUELA          ,ACACIAS             ,MIS TRADICIONES DEL NORTE,Abierta,Acera
723,ARGANZUELA          ,ACACIAS             ,TGB THE GOOD BURGUER,Abierta,Acera
724,MORATALAZ           ,MARROQUINA          ,LA ISLA TAPAS / CERVECER?A,Abierta,Acera
725,CIUDAD LINEAL       ,PUEBLO NUEVO        ,BAR CASTEJ?N,Abierta,Acera
726,CIUDAD LINEAL       ,VENTAS              ,FOSTER S HOLLYWOOD,Abierta,Acera
727,CARABANCHEL         ,VISTA ALEGRE        ,BAR AVENIDA TRES,Abierta,Acera
728,SAN BLAS-CANILLEJAS ,ROSAS               ,PUB STROMBOLI,Abierta,Acera
729,SAN BLAS-CANILLEJAS ,ROSAS               ,RESTAURANTE NIDO,Abierta,Acera
732,CHAMARTIN           ,CIUDAD JARDIN       ,LA TAGLIATELLA,Abierta,Plaza peatonal
733,CHAMARTIN           ,NUEVA ESPA?A        ,BIBEY,Abierta,Acera
735,RETIRO              ,LOS JERONIMOS       ,RTE. CONDUMIOS TABERNA,Abierta,Acera
737,SALAMANCA           ,LISTA               ,TABERNA DEL OLIVO,Abierta,Acera
739,SALAMANCA           ,LISTA               ,MONTE CASTELA,Abierta,Acera
741,SALAMANCA           ,LISTA               ,LA CERVECERIA MANCILES,Abierta,Acera
744,CIUDAD LINEAL       ,PUEBLO NUEVO        ,BAR GALOPE,Abierta,Acera
745,CIUDAD LINEAL       ,QUINTANA            ,COMPACT BAR DE COPAS,Abierta,Acera
746,CIUDAD LINEAL       ,VENTAS              ,BAR BERROCAL,Abierta,Acera
747,CIUDAD LINEAL       ,PUEBLO NUEVO        ,ANMARI,Abierta,Acera
749,SALAMANCA           ,FUENTE DEL BERRO    ,OSAKA RESTAURANTE,Abierta,Acera
750,SALAMANCA           ,CASTELLANA          ,JOSE LUIS                                         ,Abierta,Acera
752,SALAMANCA           ,RECOLETOS           ,MAS Q MENOS,Abierta,Acera
753,SALAMANCA           ,LISTA               ,SANXENXO,Abierta,Acera
754,SALAMANCA           ,LISTA               ,PINCHOS UDABERRI,Abierta,Acera
756,CHAMARTIN           ,CASTILLA            ,DALA'S,Abierta,Bulevar
757,CHAMARTIN           ,CIUDAD JARDIN       ,SOLIDERE,Abierta,Acera
758,CHAMARTIN           ,PROSPERIDAD         ,BAR CAFETER?A ESPIG?ETE,Abierta,Acera
760,CHAMARTIN           ,HISPANOAMERICA      ,46 FORTY SIX,Abierta,Acera
762,SALAMANCA           ,LISTA               ,BULEVAR 54,Abierta,Acera
763,SALAMANCA           ,CASTELLANA          ,REGATES,Abierta,Superficie en parcela privada
764,CENTRO              ,SOL                 ,LLAO LLAO,Abierta,Calle peatonal
767,ARGANZUELA          ,PALOS DE MOGUER     ,BAR OS PEREGRINOS,Abierta,Acera
775,ARGANZUELA          ,ACACIAS             ,EL LAGAR RESTAURANTE CASUAL,Abierta,Acera
776,ARGANZUELA          ,PALOS DE MOGUER     ,PULPERIA O'RIBEIRI?O,Abierta,Acera
777,ARGANZUELA          ,IMPERIAL            ,BAR GAMOS,Abierta,Acera
778,ARGANZUELA          ,ACACIAS             ,CAFETERIA SOMOLINOS,Abierta,Acera
781,ARGANZUELA          ,IMPERIAL            ,BAR PONTONES,Abierta,Acera
782,CARABANCHEL         ,BUENAVISTA          ,EL HORREO DE VALMAYOR,Abierta,Acera
783,ARGANZUELA          ,PALOS DE MOGUER     ,BAR TEIDE,Abierta,Acera
784,ARGANZUELA          ,DELICIAS            ,CERVECERIA EL PASEO,Abierta,Acera
785,ARGANZUELA          ,IMPERIAL            ,CAFETERIA IMPERIAL IV,Abierta,Acera
786,ARGANZUELA          ,DELICIAS            ,BAR CAFETERIA YULI,Abierta,Acera
787,ARGANZUELA          ,IMPERIAL            ,SABOR,Abierta,Acera
788,ARGANZUELA          ,IMPERIAL            ,CERVECERIA BAR RONDA,Abierta,Acera
789,ARGANZUELA          ,IMPERIAL            ,BAR ESTORIL,Abierta,Acera
790,ARGANZUELA          ,IMPERIAL            ,DUCADO BOLICEVAR,Abierta,Bulevar
793,ARGANZUELA          ,DELICIAS            ,RESTAURANTE VILLA DEL PRADO,Abierta,Acera
796,RETIRO              ,IBIZA               ,PIRULO,Abierta,Bulevar
797,MORATALAZ           ,VINATEROS           ,BAR EL MERCADO,Abierta,Acera
800,RETIRO              ,ESTRELLA            ,SAINZ DE BARANDA 76,Abierta,Acera
802,RETIRO              ,ESTRELLA            ,CAFETERIA RTE. LIRA,Abierta,Acera
803,CENTRO              ,SOL                 ,MAESTRO CHURRERO,Abierta,Acera
804,CENTRO              ,EMBAJADORES         ,CA?AS Y TAPAS,Abierta,Acera
807,SAN BLAS-CANILLEJAS ,ROSAS               ,CERVECERIA LA SURE?A,Abierta,Acera
808,MORATALAZ           ,VINATEROS           ,CASA LILI,Abierta,Acera
809,CENTRO              ,PALACIO             ,TABERNA MIRANDA,Abierta,Calle peatonal
810,CENTRO              ,EMBAJADORES         ,BOMBAY BLUE,Abierta,Acera
812,CIUDAD LINEAL       ,PUEBLO NUEVO        ,QUING MA,Abierta,Acera
814,RETIRO              ,ADELFAS             ,GALAXI KEBAB,Abierta,Acera
815,CHAMARTIN           ,HISPANOAMERICA      ,OPTICA LAZARO,Abierta,Superficie en parcela privada
817,CHAMARTIN           ,CASTILLA            ,ANTIGUA CASA NARCISA,Abierta,Acera
818,CHAMARTIN           ,NUEVA ESPA?A        ,RESTAURANTE LA CHAMARTINA- PEPA,Abierta,Acera
819,CHAMARTIN           ,PROSPERIDAD         ,VIPS,Abierta,Acera
820,CHAMARTIN           ,PROSPERIDAD         ,BK,Abierta,Acera
821,CHAMARTIN           ,CASTILLA            ,CERVECERIA TAPERIA LA NI?A,Abierta,Acera
823,SAN BLAS-CANILLEJAS ,AMPOSTA             ,BAR BARCOS,Abierta,Acera
824,CHAMARTIN           ,PROSPERIDAD         ,EL CAMARON,Abierta,Acera
825,CHAMARTIN           ,NUEVA ESPA?A        ,CERVECERIA 43,Abierta,Acera
826,CHAMARTIN           ,HISPANOAMERICA      ,BODEGA VIEJA,Abierta,Acera
828,CHAMARTIN           ,EL VISO             ,RESTAURANTE CAZORLA,Abierta,Acera
831,SALAMANCA           ,CASTELLANA          ,TAPAS 44,Abierta,Acera
834,VILLAVERDE          ,SAN ANDRES          ,LA ORIGINAL,Abierta,Acera
839,LATINA              ,CAMPAMENTO          ,R?TULO NO INFORMADO,Abierta,Calle peatonal
842,SALAMANCA           ,RECOLETOS           ,EL PARAGUAS,Abierta,Acera
843,SALAMANCA           ,LISTA               ,CAFETERIA RESTAURANTE GONGORA,Abierta,Superficie en parcela privada
844,SALAMANCA           ,LISTA               ,SIXTO,Abierta,Acera
848,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,BAR SPORT,Abierta,Acera
849,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,DOMINO?S PIZZA,Abierta,Acera
852,ARGANZUELA          ,ACACIAS             ,EL JARDIN,Abierta,Acera
853,ARGANZUELA          ,ACACIAS             ,CAFE ZOCODOVER,Abierta,Acera
855,ARGANZUELA          ,PALOS DE MOGUER     ,BAR RTE VILLA DE VIGO,Abierta,Acera
856,ARGANZUELA          ,PALOS DE MOGUER     ,CAFETERIA ALFE,Abierta,Acera
858,ARGANZUELA          ,PALOS DE MOGUER     ,BRED & RICOTA,Abierta,Acera
859,ARGANZUELA          ,LEGAZPI             ,LAS MANTELERAS,Abierta,Plaza peatonal
861,ARGANZUELA          ,ACACIAS             ,CERVECERIA MOLSON,Abierta,Acera
862,ARGANZUELA          ,ACACIAS             ,EL REY DE LA FRUTA AUTOSERVICIO,Abierta,Acera
864,ARGANZUELA          ,ACACIAS             ,CAFETERIA MANZANARES,Abierta,Acera
865,ARGANZUELA          ,LEGAZPI             ,VIENA CAPELLANES,Abierta,Acera
866,ARGANZUELA          ,LEGAZPI             ,RESTAURANTE LOS CASTA?OS,Abierta,Acera
868,ARGANZUELA          ,ACACIAS             ,PANE'S AND PANE`S,Abierta,Acera
870,ARGANZUELA          ,DELICIAS            ,LA FLOR DE ASTURIAS,Abierta,Acera
871,ARGANZUELA          ,PALOS DE MOGUER     ,LA TABERNA DEL TIO INDA,Abierta,Acera
872,ARGANZUELA          ,ACACIAS             ,BAR ALCAZAR,Abierta,Acera
873,ARGANZUELA          ,PALOS DE MOGUER     ,CERVECERIA XUKAR,Abierta,Acera
874,ARGANZUELA          ,LEGAZPI             ,EL RINC?N DE TITI,Abierta,Acera
